"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Тяга к подбородку",,"",2,"normal",4,15,,,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Сгибание рук на бицепс (Гантель)",,"",0,"dropset",15,10,,,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Сгибание рук на бицепс (Гантель)",,"",1,"dropset",15,10,,,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Сгибание рук на бицепс (Гантель)",,"",2,"dropset",15,10,,,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Русские скручивания(Вес тела)",,"",0,"normal",,12,,,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Русские скручивания(Вес тела)",,"",1,"normal",,12,,,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Русские скручивания(Вес тела)",,"",2,"normal",,12,,,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Планка",,"",0,"normal",,,,63,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Планка",,"",1,"normal",,,,68,
"PPUL-2","24 мар. 2026, 07:23","24 мар. 2026, 08:14","","Планка",,"",2,"normal",,,,74,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим гантелей",,"",0,"normal",20,12,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим гантелей",,"",1,"normal",20,12,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим гантелей",,"",2,"normal",17.5,8,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим гантелей",,"",3,"normal",17.5,7,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим гантелей",,"",4,"normal",15,12,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим сидя над головой (Гантель)",,"",0,"normal",7.5,10,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим сидя над головой (Гантель)",,"",1,"normal",10,10,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим сидя над головой (Гантель)",,"",2,"normal",10,10,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Жим сидя над головой (Гантель)",,"",3,"normal",10,10,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Боковые подъемы (Гантель)",,"",0,"normal",7.5,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Боковые подъемы (Гантель)",,"",1,"normal",7.5,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Боковые подъемы (Гантель)",,"",2,"normal",7.5,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Боковые подъемы (Гантель)",,"",3,"normal",7.5,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Разгибание рук на трицепс с канатом (блок)",,"",0,"normal",20,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Разгибание рук на трицепс с канатом (блок)",,"",1,"normal",20,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Разгибание рук на трицепс с канатом (блок)",,"",2,"normal",16,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Разгибание рук на трицепс с канатом (блок)",,"",3,"normal",12,15,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Мертвый жук",,"",0,"normal",,10,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Мертвый жук",,"",1,"normal",,10,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Мертвый жук",,"",2,"normal",,10,,,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Планка",,"",0,"normal",,,,44,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Планка",,"",1,"normal",,,,45,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Планка",,"",2,"normal",,,,40,
"PPUL-1","23 мар. 2026, 07:24","23 мар. 2026, 08:15","","Планка",,"",3,"normal",,,,43,
